조사연도,응답자ID,응답자키
2021,11141010,P21-008692
2021,11141011,P21-007633
2021,11141012,P21-006460
2021,11141013,P21-007511
2021,11141014,P21-005193
2021,11141015,P21-004824
2021,11141016,P21-004960
2021,11141017,P21-000503
2021,11141018,P21-009012
2021,11141019,P21-003724
2021,11141020,P21-001699
2021,11141021,P21-004202
2021,11141022,P21-002898
2021,11141023,P21-000294
2021,11141024,P21-000101
2021,11141025,P21-006139
2021,11141026,P21-004348
2021,11141027,P21-004123
2021,11141028,P21-007885
2021,11141029,P21-004727
2021,11141030,P21-007453
2021,11141031,P21-005355
2021,11141032,P21-006116
2021,11141033,P21-006392
2021,11141034,P21-009167
2021,11141035,P21-006590
2021,11141036,P21-002613
2021,11141037,P21-004044
2021,11141038,P21-007684
2021,11141039,P21-001333
2021,11141040,P21-005883
2021,11141041,P21-007081
2021,11141042,P21-006079
2021,11141043,P21-008914
2021,11141044,P21-002850
2021,11141045,P21-002838
2021,11141046,P21-007282
2021,11141047,P21-003965
2021,11141048,P21-008122
2021,11141049,P21-004753
2021,11141050,P21-001673
2021,11141051,P21-005814
2021,11141052,P21-002969
2021,11141053,P21-005938
2021,11141054,P21-005064
2021,11141055,P21-008322
2021,11141056,P21-005709
2021,11141057,P21-005246
2021,11151001,P21-001815
2021,11151002,P21-002171
2021,11151003,P21-005014
2021,11151004,P21-005244
2021,11151005,P21-002452
2021,11151006,P21-002347
2021,11151007,P21-003026
2021,11151008,P21-004146
2021,11151009,P21-007622
2021,11151010,P21-008566
2021,11151011,P21-001746
2021,11151012,P21-007837
2021,11151013,P21-007355
2021,11151014,P21-000904
2021,11151015,P21-005735
2021,11151016,P21-000856
2021,11151017,P21-002482
2021,11151018,P21-000355
2021,11151019,P21-004068
2021,11151020,P21-004183
2021,11151021,P21-005202
2021,11151022,P21-002835
2021,11151023,P21-003645
2021,11151024,P21-003953
2021,11151025,P21-001483
2021,11151026,P21-006525
2021,11151027,P21-003195
2021,11151028,P21-005006
2021,11151029,P21-007001
2021,11151030,P21-004260
2021,11151031,P21-001246
2021,11151032,P21-002889
2021,11151033,P21-008215
2021,11151034,P21-000244
2021,11151035,P21-007188
2021,11151036,P21-008117
2021,11151037,P21-007349
2021,11151038,P21-005718
2021,11151039,P21-008782
2021,11151040,P21-006363
2021,11151041,P21-005194
2021,11151042,P21-009169
2021,11151043,P21-002115
2021,11151044,P21-008032
2021,11151045,P21-006199
2021,11151046,P21-001872
2021,11151047,P21-000951
2021,11151048,P21-008006
2021,11151049,P21-000584
2021,11151050,P21-003788
2021,11151051,P21-002184
2021,11151052,P21-004421
2021,11151053,P21-006454
2021,11151054,P21-002378
2021,11151055,P21-008581
2021,11151056,P21-004338
2021,11151057,P21-008192
2021,11151058,P21-008836
2021,11151059,P21-008705
2021,11151060,P21-006984
2021,11151061,P21-007202
2021,11161001,P21-001849
2021,11161002,P21-000015
2021,11161003,P21-003766
2021,11161004,P21-001193
2021,11161005,P21-001924
2021,11161006,P21-005972
2021,11161007,P21-004502
2021,11161008,P21-008541
2021,11161009,P21-006917
2021,11161010,P21-002828
2021,11161011,P21-003841
2021,11161012,P21-003315
2021,11161013,P21-002389
2021,11161014,P21-000995
2021,11161015,P21-003068
2021,11161016,P21-000816
2021,11161017,P21-008555
2021,11161018,P21-009232
2021,11161019,P21-006270
2021,11161020,P21-007068
2021,11161021,P21-005332
2021,11161022,P21-007587
2021,11161023,P21-007289
2021,11161024,P21-002821
2021,11161025,P21-001187
2021,11161026,P21-006881
2021,11161027,P21-001846
2021,11161028,P21-008329
2021,11161029,P21-005722
2021,11161030,P21-001259
2021,11161031,P21-000721
2021,11161032,P21-007428
2021,11161033,P21-009318
2021,11161034,P21-006739
2021,11161035,P21-005979
2021,11161036,P21-007237
2021,11161037,P21-006500
2021,11161038,P21-002597
2021,11161039,P21-004745
2021,11161040,P21-005001
2021,11161041,P21-001380
2021,11161042,P21-007691
2021,11161043,P21-003434
2021,11161044,P21-008018
2021,11161045,P21-004639
2021,11161046,P21-000806
2021,11161047,P21-001606
2021,11161048,P21-008125
2021,11161049,P21-006840
2021,11161050,P21-004091
2021,11161051,P21-003166
2021,11161052,P21-006081
2021,11161053,P21-002739
2021,11161054,P21-006549
2021,11161055,P21-002042
2021,11161056,P21-004929
2021,11161057,P21-008346
2021,11161058,P21-005135
2021,11161059,P21-006367
2021,11161060,P21-008671
2021,11171001,P21-001110
2021,11171002,P21-009198
2021,11171003,P21-007983
2021,11171004,P21-002983
2021,11171005,P21-007908
2021,11171006,P21-004898
2021,11171007,P21-004787
2021,11171008,P21-004976
2021,11171009,P21-003329
2021,11171010,P21-004345
2021,11171011,P21-000862
2021,11171012,P21-004494
2021,11171013,P21-007579
2021,11171014,P21-005458
2021,11171015,P21-004452
2021,11171016,P21-005687
2021,11171017,P21-005710
2021,11171018,P21-001216
2021,11171019,P21-006846
2021,11171020,P21-008265
2021,11171021,P21-009094
2021,11171022,P21-007162
2021,11171023,P21-002127
2021,11171024,P21-007269
2021,11171025,P21-000858
2021,11171026,P21-005230
2021,11171027,P21-005313
2021,11171028,P21-007546
2021,11171029,P21-004355
2021,11171030,P21-002989
2021,11171031,P21-008790
2021,11171032,P21-004492
2021,11171033,P21-002464
2021,11171034,P21-000641
2021,11171035,P21-003977
2021,11171036,P21-007861
2021,11171037,P21-004022
2021,11171038,P21-005482
2021,11181001,P21-008422
2021,11181002,P21-001748
2021,11181003,P21-007739
2021,11181004,P21-005392
2021,11181005,P21-004870
2021,11181006,P21-004574
2021,11181007,P21-008927
2021,11181008,P21-001343
2021,11181009,P21-002930
2021,11181010,P21-000952
2021,11181011,P21-007872
2021,11181012,P21-001496
2021,11181013,P21-003137
2021,11181014,P21-009238
2021,11181015,P21-008793
2021,11181016,P21-007859
2021,11181017,P21-003878
2021,11181018,P21-003771
2021,11181019,P21-002026
2021,11181020,P21-004803
2021,11181021,P21-006401
2021,11181022,P21-002993
2021,11181023,P21-000409
2021,11181024,P21-007261
2021,11181025,P21-004130
2021,11181026,P21-002829
2021,11181027,P21-005077
2021,11181028,P21-007753
2021,11181029,P21-008039
2021,11181030,P21-002043
2021,11181031,P21-008738
2021,11181032,P21-004200
2021,11181033,P21-000844
2021,11181034,P21-005812
2021,11181035,P21-002741
2021,11181036,P21-003502
2021,11181037,P21-006458
2021,11181038,P21-006120
2021,11181039,P21-008842
2021,11181040,P21-007658
2021,11181041,P21-005493
2021,11181042,P21-009301
2021,11181043,P21-004007
2021,11181044,P21-007866
2021,11181045,P21-005336
2021,11181046,P21-007230
2021,11181047,P21-004755
2021,11181048,P21-003685
2021,11181049,P21-000207
2021,11181050,P21-006920
2021,11181051,P21-008093
2021,11181052,P21-009280
2021,11181053,P21-004371
2021,11181054,P21-003842
2021,11191001,P21-004011
2021,11191002,P21-007698
2021,11191003,P21-002039
2021,11191004,P21-005677
2021,11191005,P21-002877
2021,11191006,P21-003856
2021,11191007,P21-008235
2021,11191008,P21-008216
2021,11191009,P21-001211
2021,11191010,P21-000702
2021,11191011,P21-003267
2021,11191012,P21-003949
2021,11191013,P21-001417
2021,11191014,P21-000673
2021,11191015,P21-003710
2021,11191016,P21-009018
2021,11191017,P21-005114
2021,11191018,P21-008971
2021,11191019,P21-000861
2021,11191020,P21-001752
2021,11191021,P21-008546
2021,11191022,P21-004271
2021,11191023,P21-001928
2021,11191024,P21-006155
2021,11191025,P21-000402
2021,11191026,P21-003040
2021,11191027,P21-005010
2021,11191028,P21-000157
2021,11191029,P21-000685
2021,11191030,P21-008954
2021,11191031,P21-005893
2021,11191032,P21-004920
2021,11191033,P21-009184
2021,11191034,P21-007669
2021,11191035,P21-009090
2021,11191036,P21-006391
2021,11191037,P21-001852
2021,11191038,P21-003649
2021,11191039,P21-005894
2021,11191040,P21-001347
2021,11191041,P21-007560
2021,11191042,P21-001561
2021,11191043,P21-001818
2021,11191044,P21-001899
2021,11191045,P21-008962
2021,11191046,P21-007091
2021,11191047,P21-007478
2021,11191048,P21-000829
2021,11191049,P21-003918
2021,11191050,P21-001524
2021,11191051,P21-006429
2021,11191052,P21-005843
2021,11191053,P21-007211
2021,11191054,P21-001762
2021,11191055,P21-003644
2021,11191056,P21-006951
2021,11201001,P21-000762
2021,11201002,P21-000749
2021,11201003,P21-002985
2021,11201004,P21-002439
2021,11201005,P21-006113
2021,11201006,P21-008071
2021,11201007,P21-006636
2021,11201008,P21-006811
2021,11201009,P21-002775
2021,11201010,P21-009115
2021,11201011,P21-006182
2021,11201012,P21-008432
2021,11201013,P21-009142
2021,11201014,P21-007159
2021,11201015,P21-009005
2021,11201016,P21-003889
2021,11201017,P21-001914
2021,11201018,P21-007178
2021,11201019,P21-008796
2021,11201020,P21-003547
2021,11201021,P21-002541
2021,11201022,P21-008888
2021,11201023,P21-005364
2021,11201024,P21-003105
2021,11201025,P21-005254
2021,11201026,P21-003028
2021,11201027,P21-003798
2021,11201028,P21-003679
2021,11201029,P21-003438
2021,11201030,P21-005457
2021,11201031,P21-001253
2021,11201032,P21-001323
2021,11201033,P21-003071
2021,11201034,P21-006584
2021,11201035,P21-003223
2021,11201036,P21-001025
2021,11201037,P21-002391
2021,11201038,P21-009044
2021,11201039,P21-004693
2021,11201040,P21-005462
2021,11201041,P21-005358
2021,11201042,P21-008398
2021,11201043,P21-004149
2021,11201044,P21-006954
2021,11201045,P21-002580
2021,11201046,P21-007626
2021,11201047,P21-007984
2021,11201048,P21-001406
2021,11201049,P21-007662
2021,11201050,P21-000120
2021,11201051,P21-007239
2021,11201052,P21-007978
2021,11201053,P21-004156
2021,11201054,P21-001135
2021,11201055,P21-006932
2021,11201056,P21-008809
2021,11201057,P21-002659
2021,11211001,P21-003193
2021,11211002,P21-002624
2021,11211003,P21-001066
2021,11211004,P21-001764
2021,11211005,P21-004744
2021,11211006,P21-005600
2021,11211007,P21-008611
2021,11211008,P21-006829
2021,11211009,P21-000960
2021,11211010,P21-004575
2021,11211011,P21-007097
2021,11211012,P21-003460
2021,11211013,P21-004003
2021,11211014,P21-002906
2021,11211015,P21-002888
2021,11211016,P21-002313
2021,11211017,P21-009391
2021,11211018,P21-001035
2021,11211019,P21-005484
2021,11211020,P21-007757
2021,11211021,P21-002995
2021,11211022,P21-002988
2021,11211023,P21-000169
2021,11211024,P21-005052
2021,11211025,P21-002855
2021,11211026,P21-000852
2021,11211027,P21-003701
2021,11211028,P21-001655
2021,11211029,P21-007368
2021,11211030,P21-002841
2021,11211031,P21-005933
2021,11211032,P21-006258
2021,11211033,P21-006745
2021,11211034,P21-000422
2021,11211035,P21-003369
2021,11211036,P21-008743
2021,11211037,P21-006805
2021,11211038,P21-004584
2021,11211039,P21-002774
2021,11211040,P21-008977
2021,11211041,P21-002230
2021,11211042,P21-006874
2021,11211043,P21-001669
2021,11211044,P21-007262
2021,11211045,P21-000108
2021,11211046,P21-009347
2021,11211047,P21-002103
2021,11211048,P21-007200
2021,11211049,P21-005159
2021,11211050,P21-002142
2021,11211051,P21-005961
2021,11211052,P21-003072
2021,11211053,P21-008880
2021,11211054,P21-008424
2021,11211055,P21-002394
2021,11211056,P21-009214
2021,11211057,P21-006046
2021,11211058,P21-003827
2021,11211059,P21-001036
2021,11221001,P21-006929
2021,11221002,P21-005682
2021,11221003,P21-008845
2021,11221004,P21-006857
2021,11221005,P21-006230
2021,11221006,P21-006848
2021,11221007,P21-005386
2021,11221008,P21-005793
2021,11221009,P21-001316
2021,11221010,P21-001987
2021,11221011,P21-004938
2021,11221012,P21-000866
2021,11221013,P21-000155
2021,11221014,P21-000610
2021,11221015,P21-000961
2021,11221016,P21-005278
2021,11221017,P21-001788
2021,11221018,P21-008841
2021,11221019,P21-002408
2021,11221020,P21-008828
2021,11221021,P21-007809
2021,11221022,P21-001264
2021,11221023,P21-006876
2021,11221024,P21-007416
2021,11221025,P21-000272
2021,11221026,P21-000321
2021,11221027,P21-006307
2021,11221028,P21-001114
2021,11221029,P21-002869
2021,11221030,P21-006538
2021,11221031,P21-009235
2021,11221032,P21-004458
2021,11221033,P21-003538
2021,11221034,P21-001461
2021,11221035,P21-003372
2021,11221036,P21-003807
2021,11221037,P21-002846
2021,11221038,P21-004894
2021,11221039,P21-006570
2021,11221040,P21-000892
2021,11221041,P21-008639
2021,11221042,P21-001374
2021,11221043,P21-004678
2021,11221044,P21-006049
2021,11221045,P21-009328
2021,11221046,P21-008974
2021,11221047,P21-003254
2021,11221048,P21-009116
2021,11221049,P21-004287
2021,11221050,P21-006337
2021,11221051,P21-007125
2021,11221052,P21-008872
2021,11221053,P21-005127
2021,11221054,P21-001697
2021,11221055,P21-003035
2021,11221056,P21-008166
2021,11221057,P21-005523
2021,11221058,P21-006344
2021,11221059,P21-003897
2021,11221060,P21-006090
2021,11221061,P21-003080
2021,11221062,P21-007486
2021,11221063,P21-002457
2021,11221064,P21-000598
2021,11221065,P21-008139
2021,11221066,P21-000476
2021,11221067,P21-003921
2021,11231001,P21-005341
2021,11231002,P21-004434
2021,11231003,P21-002064
2021,11231004,P21-003541
2021,11231005,P21-003809
2021,11231006,P21-003751
2021,11231007,P21-008189
2021,11231008,P21-000714
2021,11231009,P21-002588
2021,11231010,P21-001396
2021,11231011,P21-002320
2021,11231012,P21-004186
2021,11231013,P21-000065
2021,11231014,P21-008946
2021,11231015,P21-002795
2021,11231016,P21-008324
2021,11231017,P21-004045
2021,11231018,P21-005123
2021,11231019,P21-000798
2021,11231020,P21-000361
2021,11231021,P21-009092
2021,11231022,P21-001277
2021,11231023,P21-008821
2021,11231024,P21-006551
2021,11231025,P21-002916
2021,11231026,P21-006899
2021,11231027,P21-002553
2021,11231028,P21-004692
2021,11231029,P21-003974
2021,11231030,P21-008764
2021,11231031,P21-008714
2021,11231032,P21-002436
2021,11231033,P21-004543
2021,11231034,P21-002508
2021,11231035,P21-001151
2021,11231036,P21-000486
2021,11231037,P21-002012
2021,11231038,P21-005125
2021,11231039,P21-006630
2021,11231040,P21-008887
2021,11231041,P21-003419
2021,11231042,P21-004557
2021,11231043,P21-005351
2021,11231044,P21-004190
2021,11231045,P21-006643
2021,11231046,P21-008036
2021,11231047,P21-008086
2021,11231048,P21-003398
2021,11231049,P21-008423
2021,11231050,P21-001907
2021,11241001,P21-007578
2021,11241002,P21-005568
2021,11241003,P21-007513
2021,11241004,P21-000661
2021,11241005,P21-005692
2021,11241006,P21-006066
2021,11241007,P21-000771
2021,11241008,P21-007204
2021,11241009,P21-001583
2021,11241010,P21-004442
2021,11241011,P21-003299
2021,11241012,P21-000928
2021,11241013,P21-004642
2021,11241014,P21-004556
2021,11241015,P21-005906
2021,11241016,P21-003888
2021,11241017,P21-004825
2021,11241018,P21-006112
2021,11241019,P21-001789
2021,11241020,P21-006209
2021,11241021,P21-003394
2021,11241022,P21-008491
2021,11241023,P21-002020
2021,11241024,P21-003439
2021,11241025,P21-003576
2021,11241026,P21-009097
2021,11241027,P21-009302
2021,11241028,P21-005556
2021,11241029,P21-002367
2021,11241030,P21-001952
2021,11241031,P21-001856
2021,11241032,P21-001290
2021,11241033,P21-001129
2021,11241034,P21-002578
2021,11241035,P21-005263
2021,11241036,P21-007082
2021,11241037,P21-009197
2021,11241038,P21-001768
2021,11241039,P21-003804
2021,11241040,P21-000179
2021,11241041,P21-008391
2021,11241042,P21-006710
2021,11241043,P21-000891
2021,11241044,P21-008661
2021,11241045,P21-001409
2021,11241046,P21-005632
2021,11241047,P21-008294
2021,11241048,P21-003615
2021,11241049,P21-007244
2021,11241050,P21-004513
2021,11241051,P21-006246
2021,11241052,P21-008000
2021,11241053,P21-006274
2021,11241054,P21-003245
2021,11241055,P21-001903
2021,11241056,P21-001312
2021,11241057,P21-005757
2021,11241058,P21-004001
2021,11241059,P21-007004
2021,11241060,P21-009127
2021,11241061,P21-007108
2021,11241062,P21-007360
2021,11241063,P21-002219
2021,11241064,P21-003125
2021,11241065,P21-007653
2021,11241066,P21-000888
2021,11251001,P21-001482
2021,11251002,P21-000501
2021,11251003,P21-005762
2021,11251004,P21-000024
2021,11251005,P21-006779
2021,11251006,P21-006123
2021,11251007,P21-004851
2021,11251008,P21-008594
2021,11251009,P21-008871
2021,11251010,P21-002743
2021,11251011,P21-008808
2021,11251012,P21-008306
2021,11251013,P21-007991
2021,11251014,P21-006174
2021,11251015,P21-002066
2021,11251016,P21-002945
2021,11251017,P21-006842
2021,11251018,P21-002716
2021,11251019,P21-003786
2021,11251020,P21-007732
2021,11251021,P21-000072
2021,11251022,P21-005668
2021,11251023,P21-007793
2021,11251024,P21-006865
2021,11251025,P21-000897
2021,11251026,P21-005962
2021,11251027,P21-006786
2021,11251028,P21-007823
2021,11251029,P21-007115
2021,11251030,P21-005577
2021,11251031,P21-007916
2021,11251032,P21-008958
2021,11251033,P21-007891
2021,11251034,P21-004964
2021,11251035,P21-008439
2021,11251036,P21-008197
2021,11251037,P21-000431
2021,11251038,P21-006647
2021,11251039,P21-007058
2021,11251040,P21-004668
2021,11251041,P21-007534
2021,11251042,P21-007020
2021,11251043,P21-004688
2021,11251044,P21-000946
2021,11251045,P21-000627
2021,11251046,P21-007911
2021,11251047,P21-003528
2021,11251048,P21-005547
2021,11251049,P21-006682
2021,11251050,P21-003630
2021,11251051,P21-007762
2021,11251052,P21-000468
2021,11251053,P21-003696
2021,11261001,P21-008835
2021,11261002,P21-002519
2021,11261003,P21-002140
2021,11261004,P21-000452
2021,11261005,P21-001828
2021,11261006,P21-007962
2021,11261007,P21-009408
2021,11261008,P21-003210
2021,11261009,P21-008101
2021,11261010,P21-004278
2021,11261011,P21-000605
2021,11261012,P21-006195
2021,11261013,P21-006774
2021,11261014,P21-000733
2021,11261015,P21-007340
2021,11261016,P21-008938
2021,11261017,P21-001125
2021,11261018,P21-008465
2021,11261019,P21-002803
2021,11261020,P21-008711
2021,11261021,P21-006044
2021,11261022,P21-002023
2021,11261023,P21-002804
2021,11261024,P21-002663
2021,11261025,P21-006770
2021,11261026,P21-001817
2021,11261027,P21-001627
2021,11261028,P21-003213
2021,11261029,P21-002752
2021,11261030,P21-000565
2021,11261031,P21-001284
2021,11261032,P21-005276
2021,11261033,P21-008709
2021,11261034,P21-008441
2021,11261035,P21-005944
2021,11261036,P21-004280
2021,11261037,P21-005719
2021,11261038,P21-001147
2021,11261039,P21-003007
2021,11261040,P21-005129
2021,11261041,P21-000741
2021,11261042,P21-006947
2021,11261043,P21-008729
2021,11261044,P21-006883
2021,11261045,P21-005335
2021,11271001,P21-001334
2021,11271002,P21-002054
2021,11271003,P21-004695
2021,11271004,P21-004943
2021,11271005,P21-007435
2021,11271006,P21-008569
2021,11271007,P21-007481
2021,11271008,P21-005565
2021,11271009,P21-008271
2021,11271010,P21-006333
2021,11271011,P21-005150
