조사명,학교급,indicator_id,대분류코드,대분류,소주제코드,소주제,응답주체,지표명,조사연도,주기,코드,응답수,비율,선지라벨
경기학교교육실태조사,중학교,PR_CAREER_15,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 6)상급학교(고등학교·대학교) 직접 방문(입시설명회 포함) 및 전화 상담,2025,2주기,1.0,1,0.13,전혀도움 되지않는다
경기학교교육실태조사,중학교,PR_CAREER_15,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 6)상급학교(고등학교·대학교) 직접 방문(입시설명회 포함) 및 전화 상담,2025,2주기,2.0,5,0.63,도움 되지않는다
경기학교교육실태조사,중학교,PR_CAREER_15,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 6)상급학교(고등학교·대학교) 직접 방문(입시설명회 포함) 및 전화 상담,2025,2주기,3.0,130,16.48,보통이다
경기학교교육실태조사,중학교,PR_CAREER_15,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 6)상급학교(고등학교·대학교) 직접 방문(입시설명회 포함) 및 전화 상담,2025,2주기,4.0,456,57.79,도움된다
경기학교교육실태조사,중학교,PR_CAREER_15,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 6)상급학교(고등학교·대학교) 직접 방문(입시설명회 포함) 및 전화 상담,2025,2주기,5.0,197,24.97,매우도움된다
경기학교교육실태조사,중학교,PR_CAREER_16,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 7)상급학교 안내책자(홍보자료)를 통한 정보 수집,2021,1주기,1.0,39,1.25,전혀 도움 되지 않는다
경기학교교육실태조사,중학교,PR_CAREER_16,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 7)상급학교 안내책자(홍보자료)를 통한 정보 수집,2021,1주기,2.0,295,9.48,도움 되지 않는다
경기학교교육실태조사,중학교,PR_CAREER_16,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 7)상급학교 안내책자(홍보자료)를 통한 정보 수집,2021,1주기,3.0,1596,51.27,보통이다
경기학교교육실태조사,중학교,PR_CAREER_16,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 7)상급학교 안내책자(홍보자료)를 통한 정보 수집,2021,1주기,4.0,1079,34.66,도움 된다
경기학교교육실태조사,중학교,PR_CAREER_16,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 7)상급학교 안내책자(홍보자료)를 통한 정보 수집,2021,1주기,5.0,104,3.34,매우 도움 된다
경기학교교육실태조사,중학교,PR_CAREER_16,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 7)상급학교 안내책자(홍보자료)를 통한 정보 수집,2025,2주기,1.0,1,0.1,전혀도움 되지않는다
경기학교교육실태조사,중학교,PR_CAREER_16,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 7)상급학교 안내책자(홍보자료)를 통한 정보 수집,2025,2주기,2.0,13,1.26,도움 되지않는다
경기학교교육실태조사,중학교,PR_CAREER_16,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 7)상급학교 안내책자(홍보자료)를 통한 정보 수집,2025,2주기,3.0,314,30.46,보통이다
경기학교교육실태조사,중학교,PR_CAREER_16,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 7)상급학교 안내책자(홍보자료)를 통한 정보 수집,2025,2주기,4.0,556,53.93,도움된다
경기학교교육실태조사,중학교,PR_CAREER_16,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 7)상급학교 안내책자(홍보자료)를 통한 정보 수집,2025,2주기,5.0,147,14.26,매우도움된다
경기학교교육실태조사,중학교,PR_CAREER_17,C10,진로·진학,S1002,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 8)대중매체(TV, 신문 등)를 통한 정보 수집",2021,1주기,1.0,35,1.23,전혀 도움 되지 않는다
경기학교교육실태조사,중학교,PR_CAREER_17,C10,진로·진학,S1002,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 8)대중매체(TV, 신문 등)를 통한 정보 수집",2021,1주기,2.0,234,8.25,도움 되지 않는다
경기학교교육실태조사,중학교,PR_CAREER_17,C10,진로·진학,S1002,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 8)대중매체(TV, 신문 등)를 통한 정보 수집",2021,1주기,3.0,1509,53.21,보통이다
경기학교교육실태조사,중학교,PR_CAREER_17,C10,진로·진학,S1002,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 8)대중매체(TV, 신문 등)를 통한 정보 수집",2021,1주기,4.0,964,33.99,도움 된다
경기학교교육실태조사,중학교,PR_CAREER_17,C10,진로·진학,S1002,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 8)대중매체(TV, 신문 등)를 통한 정보 수집",2021,1주기,5.0,94,3.31,매우 도움 된다
경기학교교육실태조사,중학교,PR_CAREER_17,C10,진로·진학,S1002,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 8)대중매체(TV, 신문 등)를 통한 정보 수집",2025,2주기,1.0,2,0.21,전혀도움 되지않는다
경기학교교육실태조사,중학교,PR_CAREER_17,C10,진로·진학,S1002,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 8)대중매체(TV, 신문 등)를 통한 정보 수집",2025,2주기,2.0,24,2.54,도움 되지않는다
경기학교교육실태조사,중학교,PR_CAREER_17,C10,진로·진학,S1002,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 8)대중매체(TV, 신문 등)를 통한 정보 수집",2025,2주기,3.0,327,34.6,보통이다
경기학교교육실태조사,중학교,PR_CAREER_17,C10,진로·진학,S1002,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 8)대중매체(TV, 신문 등)를 통한 정보 수집",2025,2주기,4.0,505,53.44,도움된다
경기학교교육실태조사,중학교,PR_CAREER_17,C10,진로·진학,S1002,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 8)대중매체(TV, 신문 등)를 통한 정보 수집",2025,2주기,5.0,87,9.21,매우도움된다
경기학교교육실태조사,중학교,PR_CAREER_18,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 9)온라인 커뮤니티를 통한 정보 수집,2021,1주기,1.0,38,1.05,전혀 도움 되지 않는다
경기학교교육실태조사,중학교,PR_CAREER_18,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 9)온라인 커뮤니티를 통한 정보 수집,2021,1주기,2.0,302,8.35,도움 되지 않는다
경기학교교육실태조사,중학교,PR_CAREER_18,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 9)온라인 커뮤니티를 통한 정보 수집,2021,1주기,3.0,1843,50.97,보통이다
경기학교교육실태조사,중학교,PR_CAREER_18,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 9)온라인 커뮤니티를 통한 정보 수집,2021,1주기,4.0,1292,35.73,도움 된다
경기학교교육실태조사,중학교,PR_CAREER_18,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 9)온라인 커뮤니티를 통한 정보 수집,2021,1주기,5.0,141,3.9,매우 도움 된다
경기학교교육실태조사,중학교,PR_CAREER_18,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 9)온라인 커뮤니티를 통한 정보 수집,2025,2주기,1.0,3,0.27,전혀도움 되지않는다
경기학교교육실태조사,중학교,PR_CAREER_18,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 9)온라인 커뮤니티를 통한 정보 수집,2025,2주기,2.0,16,1.45,도움 되지않는다
경기학교교육실태조사,중학교,PR_CAREER_18,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 9)온라인 커뮤니티를 통한 정보 수집,2025,2주기,3.0,358,32.52,보통이다
경기학교교육실태조사,중학교,PR_CAREER_18,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 9)온라인 커뮤니티를 통한 정보 수집,2025,2주기,4.0,590,53.59,도움된다
경기학교교육실태조사,중학교,PR_CAREER_18,C10,진로·진학,S1002,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 9)온라인 커뮤니티를 통한 정보 수집,2025,2주기,5.0,134,12.17,매우도움된다
경기학교교육실태조사,중학교,PR_OPEN_SAT_01,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 1)학교 수업에 대하여 학부모의 의견 수렴,2021,1주기,1.0,49,4.38,전혀 도움이 되지 않는다
경기학교교육실태조사,중학교,PR_OPEN_SAT_01,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 1)학교 수업에 대하여 학부모의 의견 수렴,2021,1주기,2.0,193,17.23,도움이 되지 않는다
경기학교교육실태조사,중학교,PR_OPEN_SAT_01,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 1)학교 수업에 대하여 학부모의 의견 수렴,2021,1주기,3.0,681,60.8,약간 도움이 된다
경기학교교육실태조사,중학교,PR_OPEN_SAT_01,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 1)학교 수업에 대하여 학부모의 의견 수렴,2021,1주기,4.0,197,17.59,매우 도움이 된다
경기학교교육실태조사,중학교,PR_OPEN_SAT_01,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 1)학교 수업에 대하여 학부모의 의견 수렴,2025,2주기,1.0,19,3.09,전혀 도움이 되지 않는다
경기학교교육실태조사,중학교,PR_OPEN_SAT_01,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 1)학교 수업에 대하여 학부모의 의견 수렴,2025,2주기,2.0,72,11.73,도움이 되지 않는다
경기학교교육실태조사,중학교,PR_OPEN_SAT_01,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 1)학교 수업에 대하여 학부모의 의견 수렴,2025,2주기,3.0,387,63.03,약간 도움이 된다
경기학교교육실태조사,중학교,PR_OPEN_SAT_01,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 1)학교 수업에 대하여 학부모의 의견 수렴,2025,2주기,4.0,136,22.15,매우 도움이 된다
경기학교교육실태조사,중학교,PR_OPEN_SAT_02,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 2)교사의 수업과 자녀의 수업태도에 대한 학부모의 이해 증진,2021,1주기,1.0,19,1.7,전혀 도움이 되지 않는다
경기학교교육실태조사,중학교,PR_OPEN_SAT_02,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 2)교사의 수업과 자녀의 수업태도에 대한 학부모의 이해 증진,2021,1주기,2.0,118,10.54,도움이 되지 않는다
경기학교교육실태조사,중학교,PR_OPEN_SAT_02,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 2)교사의 수업과 자녀의 수업태도에 대한 학부모의 이해 증진,2021,1주기,3.0,686,61.25,약간 도움이 된다
경기학교교육실태조사,중학교,PR_OPEN_SAT_02,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 2)교사의 수업과 자녀의 수업태도에 대한 학부모의 이해 증진,2021,1주기,4.0,297,26.52,매우 도움이 된다
경기학교교육실태조사,중학교,PR_OPEN_SAT_02,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 2)교사의 수업과 자녀의 수업태도에 대한 학부모의 이해 증진,2025,2주기,1.0,14,2.28,전혀 도움이 되지 않는다
경기학교교육실태조사,중학교,PR_OPEN_SAT_02,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 2)교사의 수업과 자녀의 수업태도에 대한 학부모의 이해 증진,2025,2주기,2.0,40,6.51,도움이 되지 않는다
경기학교교육실태조사,중학교,PR_OPEN_SAT_02,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 2)교사의 수업과 자녀의 수업태도에 대한 학부모의 이해 증진,2025,2주기,3.0,363,59.12,약간 도움이 된다
경기학교교육실태조사,중학교,PR_OPEN_SAT_02,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 2)교사의 수업과 자녀의 수업태도에 대한 학부모의 이해 증진,2025,2주기,4.0,197,32.08,매우 도움이 된다
경기학교교육실태조사,중학교,PR_OPEN_SAT_03,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 3)학교교육에 대한 학부모의 참여와 관심증가,2021,1주기,1.0,20,1.79,전혀 도움이 되지 않는다
경기학교교육실태조사,중학교,PR_OPEN_SAT_03,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 3)학교교육에 대한 학부모의 참여와 관심증가,2021,1주기,2.0,134,11.96,도움이 되지 않는다
경기학교교육실태조사,중학교,PR_OPEN_SAT_03,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 3)학교교육에 대한 학부모의 참여와 관심증가,2021,1주기,3.0,708,63.21,약간 도움이 된다
경기학교교육실태조사,중학교,PR_OPEN_SAT_03,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 3)학교교육에 대한 학부모의 참여와 관심증가,2021,1주기,4.0,258,23.04,매우 도움이 된다
경기학교교육실태조사,중학교,PR_OPEN_SAT_03,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 3)학교교육에 대한 학부모의 참여와 관심증가,2025,2주기,1.0,13,2.12,전혀 도움이 되지 않는다
경기학교교육실태조사,중학교,PR_OPEN_SAT_03,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 3)학교교육에 대한 학부모의 참여와 관심증가,2025,2주기,2.0,61,9.93,도움이 되지 않는다
경기학교교육실태조사,중학교,PR_OPEN_SAT_03,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 3)학교교육에 대한 학부모의 참여와 관심증가,2025,2주기,3.0,364,59.28,약간 도움이 된다
경기학교교육실태조사,중학교,PR_OPEN_SAT_03,C08,참여·자치,S0802,학부모 참여,학부모,공개수업 만족도 - 3)학교교육에 대한 학부모의 참여와 관심증가,2025,2주기,4.0,176,28.66,매우 도움이 된다
경기학교교육실태조사,중학교,PR_PARTICIP_08,C08,참여·자치,S0802,학부모 참여,학부모,학교활동 참여 - 7)공개수업 참석,2021,1주기,1.0,5018,84.36,전혀 없음
경기학교교육실태조사,중학교,PR_PARTICIP_08,C08,참여·자치,S0802,학부모 참여,학부모,학교활동 참여 - 7)공개수업 참석,2021,1주기,2.0,875,14.71,1~2회
경기학교교육실태조사,중학교,PR_PARTICIP_08,C08,참여·자치,S0802,학부모 참여,학부모,학교활동 참여 - 7)공개수업 참석,2021,1주기,3.0,31,0.52,3~4회
경기학교교육실태조사,중학교,PR_PARTICIP_08,C08,참여·자치,S0802,학부모 참여,학부모,학교활동 참여 - 7)공개수업 참석,2021,1주기,4.0,24,0.4,5회 이상
경기학교교육실태조사,중학교,PR_PARTICIP_08,C08,참여·자치,S0802,학부모 참여,학부모,학교활동 참여 - 7)공개수업 참석,2025,2주기,1.0,883,59.58,전혀 없음
경기학교교육실태조사,중학교,PR_PARTICIP_08,C08,참여·자치,S0802,학부모 참여,학부모,학교활동 참여 - 7)공개수업 참석,2025,2주기,2.0,480,32.39,1-2회
경기학교교육실태조사,중학교,PR_PARTICIP_08,C08,참여·자치,S0802,학부모 참여,학부모,학교활동 참여 - 7)공개수업 참석,2025,2주기,3.0,59,3.98,3-4회
경기학교교육실태조사,중학교,PR_PARTICIP_08,C08,참여·자치,S0802,학부모 참여,학부모,학교활동 참여 - 7)공개수업 참석,2025,2주기,4.0,60,4.05,5회 이상
경기학교교육실태조사,중학교,PR_RELATION_01,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 1)내 아이는 학교 친구들과 있는 것을 좋아한다,2021,1주기,1.0,47,0.79,전혀 그렇지 않다
경기학교교육실태조사,중학교,PR_RELATION_01,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 1)내 아이는 학교 친구들과 있는 것을 좋아한다,2021,1주기,2.0,140,2.35,그렇지 않다
경기학교교육실태조사,중학교,PR_RELATION_01,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 1)내 아이는 학교 친구들과 있는 것을 좋아한다,2021,1주기,3.0,1143,19.22,보통이다
경기학교교육실태조사,중학교,PR_RELATION_01,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 1)내 아이는 학교 친구들과 있는 것을 좋아한다,2021,1주기,4.0,2703,45.44,그렇다
경기학교교육실태조사,중학교,PR_RELATION_01,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 1)내 아이는 학교 친구들과 있는 것을 좋아한다,2021,1주기,5.0,1915,32.2,매우 그렇다
경기학교교육실태조사,중학교,PR_RELATION_01,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 1)내 아이는 학교 친구들과 있는 것을 좋아한다,2025,2주기,1.0,20,1.35,전혀그렇지않다
경기학교교육실태조사,중학교,PR_RELATION_01,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 1)내 아이는 학교 친구들과 있는 것을 좋아한다,2025,2주기,2.0,39,2.63,그렇지않다
